Name,Link,Descr,Gender,Species/Race,Blood,School,Profession
Gormlaith Gaunt,https://www.hp-lexicon.org/character/gaunt-family/gormlaith-gaunt/,"Gormlaith Gaunt is Isolt Sayre’s aunt and kidnapper, who is killed in her attack on Ilvermorny School of Witchcraft and Wizardry. Gormlaith Gaunt was a fanatic about blood purity, and she disapproved of her niece being raised to have an open and positive attitude toward Muggles. Determined to to prevent… ",Female,witch,Pure blood,Hogwarts - Student,Unknown
Gornuk,https://www.hp-lexicon.org/character/gornuk/,"Gornuk was a deep voiced goblin who went into hiding with Griphook to avoid capture by the Death Eaters and the Ministry of Magic. They were later joined by Dirk Cresswell and then by Ted Tonks and Dean Thomas (DH15). Gornuk was subsequently murdered, along with Dirk Cresswell and… ",Male,goblin,Unknown,Unknown,Unknown
Miranda Goshawk (1921-),https://www.hp-lexicon.org/character/goshawk-family/miranda-goshawk/,"Famous author of the Standard Book of Spells series of books (Standard Book of Spells Grade One through [known] Grade Six) which are required textbooks for students at Hogwarts (PS5, PA4, GF10, OP9, HBP9). ",Female,witch,Unknown,Unknown,Unknown
Romilda (Goshawk?),https://www.hp-lexicon.org/character/goshawk-family/romilda-goshawk/,"Older sister of Miranda Goshawk. Romilda enjoyed tricking her younger sister Miranda with inaccurate incantations. When Miranda published her famous spellbook, she had special editions created for her sisters with incorrect incantations in them. Romilda suffered a magical mishap as a result, but eventually her tail disappeared (BoS). ",Female,witch,Pure blood,Unknown,Unknown
Tangwystl (Goshawk?),https://www.hp-lexicon.org/character/goshawk-family/tangwystl-goshawk/,"Tangwystl is mentioned as a sister to the famous Miranda Goshawk, who used the Bat-Bogey Hex on Tangwystl when she wanted to quiet her so she could do her homework. (BoS)… ",Female,wizard,Pure blood,Unknown,Unknown
Goyle Sr.,https://www.hp-lexicon.org/character/goyle-family/goyle/,"Goyle Sr. was Death Eater who was present at Voldemort’s rebirth (GF33). He is the father of Gregory Goyle, a Slytherin student in Harry’s year. ",Male,wizard,Unknown,Unknown,Unknown
Graham Pritchard,https://www.hp-lexicon.org/character/graham-pritchard/,Graham Pritchard was a Hogwarts student who was sorted into Slytherin in 1994 (GF12). ,Male,wizard,Unknown,Hogwarts - Slytherin,Unknown
Mr. Granger,https://www.hp-lexicon.org/character/granger-family/mr-granger/,"Hermione Granger’s father, a Muggle dentist (PS12, GF3). He and Hermione’s mother bring their daughter to Diagon Alley before the start of term in August, even going into Gringotts with her (CS4) and pick her up from King’s Cross each June (OP38). They have taken Hermione skiing… ",Male,muggle,Muggle,Unknown,Dentist
Mrs. Granger,https://www.hp-lexicon.org/character/mrs-granger/,"Hermione Granger’s mother, a Muggle dentist. ",Female,unknown,Unknown,Unknown,Unknown
Hermione Granger,https://www.hp-lexicon.org/character/granger-family/hermione-granger/,"Resourceful, principled and brilliant, Hermione Jean Granger is easily the brightest witch of her generation. She, along with Ron Weasley, is one of Harry Potter’s closest friends. She is also Muggle-born (her parents were dentists – PS12), and so is a living, breathing example of the fallacy of pureblood… ",Female,witch,Muggle-born,Hogwarts - Gryffindor,Department for the Regulation and Control of Magical Creatures and Dept. of Magical Law Enforcement
Hugo Granger-Weasley,https://www.hp-lexicon.org/character/weasley-family/hugo-weasley/,"The younger of Ron and Hermione’s two children, brother to Rose. Hugo seems to be good friends with Lily Potter (DH/e).  … ",Male,wizard,Half-blood,Unknown,Unknown
Rose Granger-Weasley,https://www.hp-lexicon.org/character/weasley-family/rose-weasley/,"Rose Granger-Weasley is the older of Ron Weasley and Hermione Granger’s two children, and their only daughter. She is sorted into Gryffindor House at Hogwarts. On 1 September 2017, Rose was preparing to take the Hogwarts Express to her first year at school, and was nervous about the sorting (DH/e). Hermione… ",Female,witch,Half-blood,Hogwarts - Gryffindor,Unknown
Granville Jorkins,https://www.hp-lexicon.org/character/jorkins-family/granville-jorkins/,The birth of his sister Griselda Harmonia Jorkins was announced in the Daily Prophet (DP2)… ,Male,unknown,Unknown,Unknown,Unknown
Gondulphus Graves,https://www.hp-lexicon.org/character/gondulphus-graves/,Gondulphus Graves was one of MACUSA’s original twelve aurors (Pm). ,Male,wizard,Unknown,Unknown,Auror
Merton Graves,https://www.hp-lexicon.org/character/merton-graves/,Merton Graves was the cello player for the popular wizarding band The Weird Sisters. ,Male,wizard,Unknown,Unknown,Professional musician
Percival Graves,https://www.hp-lexicon.org/character/graves/,"Percival Graves was an exceptionally skilled wizard and an auror who worked for MACUSA. In the 1920s, Graves was tasked with tracking down whatever creature was terrorizing New York City. For some time, the suspicion fell on Newt Scamander and his escaped fantastic beasts (WFT). Percival Graves was a descendant of… ",Male,wizard,Unknown,Unknown,MACUSA Auror
Grawp,https://www.hp-lexicon.org/character/hagrid-family/grawp/,"Grawp was Rubeus Hagrid‘s half-brother, a giant whose mother was Fridwulfa. Grawp was small for his age and was abused by the other giants in their mountain stronghold. After discovering his half-brother there, Hagrid insisted on bringing Grawp back to live in the forest near Hogwarts. Grawp… ",Male,giant,Unknown,Unknown,Unknown
Great Auntie Enid,https://www.hp-lexicon.org/character/longbottom-family/great-aunt-enid/,Possibly married to Great Uncle Algie (PS7). ,Female,unknown,Unknown,Unknown,Unknown
The Great Humberto,https://www.hp-lexicon.org/character/the-great-humberto/,,Male,unknown,Unknown,Unknown,Unknown
Great Uncle Algie,https://www.hp-lexicon.org/character/longbottom-family/great-uncle-algie/,"Algie tried to trick Neville into showing some magical ability as a child. Pushed him off the end of Blackpool Pier once and nearly drowned him. Algie held Neville out of an upstairs window when he was eight and accidentally dropped him, only to see the boy bounce all the… ",Male,unknown,Pure blood,Unknown,Unknown
Greek chappie,https://www.hp-lexicon.org/character/greek-chappie/,"A “Greek chappie” is how Hagrid describes the man who sold him Fluffy, the three-headed dog, while having a drink at the Hog’s Head pub in Hogsmeade (PS11). ",Male,wizard,Unknown,Unknown,Unknown
Gregorovitch,https://www.hp-lexicon.org/character/gregorovitch/,"Gregorovitch was a famous and highly-acclaimed European wand maker (GF18). He retired from business in the late 1980s; one of the last wands he made was that of Viktor Krum (DH8). At one time Gregorovitch owned the Elder Wand and bragged about it, only to see it… ",Male,wizard,Unknown,Unknown,Wandmaker
Gregory Goyle,https://www.hp-lexicon.org/character/goyle-family/gregory-goyle/,"Gregory Goyle is one of Draco Malfoy’s thuggish cronies. Goyle has short, bristly hair that extends down onto his forehead. His eyes are small, dull, and deep set, and he speaks with a low, raspy voice. He’s a mean bully who enjoys whatever chance he gets to boss people around,… ",Male,wizard,Unknown,Hogwarts - Slytherin,Unknown
Gregory the Smarmy,https://www.hp-lexicon.org/character/gregory-the-smarmy/,"Gregory the Smarmy was a medieval wizarding inventor who created Gregory’s Unctuous Unction, a potion which induces the drinker to believe that the one who gave them the potion is their best friend (FW). ",Male,wizard,Unknown,Unknown,Inventor
Greta Catchlove,https://www.hp-lexicon.org/character/greta-catchlove/,,Female,unknown,Unknown,Unknown,Unknown
The Grey Lady,https://www.hp-lexicon.org/character/the-grey-lady/,"The Grey Lady is the Ravenclaw House ghost; in life, she was Helena Ravenclaw, the daughter of Hogwarts founder Rowena Ravenclaw. Helena stole her mother’s diadem to make herself cleverer and fled to Albania. Her mother became deathly ill soon after and sent Helena’s long-time admirer to find her and bring her back. When… ",Female,witch / ghost,Pure blood,Hogwarts - Ravenclaw,Unknown
Glynnis Griffiths,https://www.hp-lexicon.org/character/glynnis-griffiths/,Glynnis Griffiths played Seeker for the Holyhead Harpies Quidditch team in 1953. ,Female,witch,Unknown,Unknown,Professional Quidditch player (Seeker)
Wilda Griffiths,https://www.hp-lexicon.org/character/wilda-griffiths/,"Wilda Griffiths was a Chaser for the Puddlemere United Quidditch team during the 1990s. Considered to be an outstanding Chaser, Griffiths was lured away from the Holyhead Harpies by a huge fee, much to the chagrin of their talented but dangerous captain Gwenog Jones. She was also said to… ",Female,witch,Unknown,Unknown,Professional Quidditch player (Chaser)
Grimmson,https://www.hp-lexicon.org/character/grimmson/,"Grimmson was a rough and obnoxious “Beast Hunter” who offered his services to the Ministry of Magic in 1927 to hunt down American Obscurial, Credence Barebone (CG). He was chosen for the job after Magizoologist Newt Scamander refused to become an Auror and hunt down Credence, for whom he felt… ",Male,wizard,Unknown,Unknown,Beast Hunter for Hire
Robert Grimsditch,https://www.hp-lexicon.org/character/robert-grimsditch/,Robert Grimsditch was one of the original twelve American wizards and witches to volunteer to serves as aurors for the newly-created MACUSA (Pm). ,Male,wizard,Unknown,Unknown,Auror
Grimwold Jorkins,https://www.hp-lexicon.org/character/jorkins-family/grimwold-jorkins/,The birth of his sister Griselda Harmonia Jorkins was announced in the Daily Prophet (DP2)  … ,Male,unknown,Unknown,Unknown,Unknown
Gellert Grindelwald,https://www.hp-lexicon.org/character/gellert-grindelwald/,"Gellert Grindelwald was a brilliant, ambitious, and ultimately dangerous wizard who tried to take over the wizarding world, starting in the early 1920s and ending with his defeat by Albus Dumbledore in a famous duel in 1945. Two years younger than Dumbledore (DH18), as a teenager Gellert was blond, wore… ",Male,wizard,Pure blood,Durmstrang - Student,Dark Wizard
Gringott,https://www.hp-lexicon.org/character/gringott/,"The goblin who founded of Gringotts Wizarding Bank in 1474 (FW, WWHP). ",NaN,goblin,Unknown,Unknown,Banker
Griphook,https://www.hp-lexicon.org/character/griphook/,"Griphook is one of the goblins who operates the underground tram-carts that take wizards to their vaults at Gringotts Wizarding Bank (PS5). He and the goblin Gornuk were on the run (along with wizards Dirk Cresswell and Ted Tonks), having refused to… ",Male,goblin,Unknown,Unknown,Gringotts goblin (PS5)
Griselda Harmonia Jorkins,https://www.hp-lexicon.org/character/jorkins-family/griselda-harmonia-jorkins/,The birth of Griselda Harmonia Jorkins was announced in the Daily Prophet (DP2)  … ,Female,unknown,Unknown,Unknown,Unknown
Griselda Marchbanks,https://www.hp-lexicon.org/character/griselda-marchbanks/,"Griselda Marchbanks was an elderly witch who was head of the Wizarding Examinations Authority (OP31) and an elder of the Wizengamot, although (together with Tiberius Ogden) she resigned the latter office in protest at the appointment of Umbridge as ‘Hogwarts High Inquisitor’. The Daily Prophet included her in its smear… ",Female,witch,Unknown,Unknown,Head of Wizarding Examinations Authority; Wizengamot elder
Grizel Hurtz,https://www.hp-lexicon.org/character/grizel-hurtz/,Grizel Hurtz is the “Agony Aunt” of the Daily Prophet and one of the experts featured on the Problem Page (DP3). Ms Hurtz advised lovelorn witch Lilith Molesby about the drawbacks of using a Love Potion to force a wizard to be in love with her. She recommended a course… ,Female,witch,Unknown,Unknown,"""Agony Aunt"" advice columnist"
Grogan Stump,https://www.hp-lexicon.org/character/grogan-stump/,Grogan Stump was a popular Minister for Magic who served from 1811 to 1819 (Pm). ,Male,wizard,Unknown,Hogwarts - Hufflepuff,Minister for Magic
group of witches from the Salem Witches' Institute,https://www.hp-lexicon.org/character/group-of-witches-from-the-salem-witches-institute/,,NaN,unknown,Unknown,Unknown,Unknown
Stoyanka Grozda,https://www.hp-lexicon.org/character/stoyanka-grozda/,Stoyanka Grozda was a Chaser on the Bulgarian National Team at the 2014 Quidditch World Cup. ,Female,witch,Unknown,Unknown,Quidditch player (Chaser)
Wilhelmina Grubbly-Plank,https://www.hp-lexicon.org/character/wilhelmina-grubbly-plank/,"Wilhelmina Grubbly-Plank is an elderly witch with closely cropped gray hair and a very prominent chin who teaches Care of Magical Creatures. Professor Grubbly-Plank was the supply teacher (US: “substitute”) who covered for Hagrid when he was indisposed after Christmas break (January 1995, GF24) and again when he was off negotiating… ",Female,witch,Unknown,Hogwarts - Staff,"Teacher, Care of Magical Creatures"
grubby-looking wizard,https://www.hp-lexicon.org/character/grubby-looking-wizard/,,Male,unknown,Unknown,Unknown,Unknown
Grugwyn Rufford,https://www.hp-lexicon.org/character/grugwyn-rufford/,"Grugwyn Rufford was a disgruntled member of the Welsh National Gobstones Team, who complained to the Daily Prophet (DP1)… ",Male,wizard,Unknown,Unknown,Unknown
Godric Gryffindor,https://www.hp-lexicon.org/character/godric-gryffindor/,"Godric Gryffindor was the founder of Gryffindor House and one of the co-founders of Hogwarts, described as one of “the four greatest witches and wizards of the age” (along with the other three founders) (CS9). ",Male,wizard,Unknown,Hogwarts - Staff,Teacher; co-founder of Hogwarts and founder of Gryffindor House
Malodora Grymm,https://www.hp-lexicon.org/character/malodora-grymm/,"Malodora Grymm was a famous hag. She used a beautification potion to conceal her true form, married a king, and used a charmed mirror to reinforce her self-image. She became jealous of the most beautiful girl in the land and fed her a poisoned apple to get rid of her. ",Female,hag,Unknown,Unknown,Unknown
